,CustomerID,Name,Age,Gender,Email,PurchaseAmount,PurchaseDate,ProductCategory,Rating
16,CUST1016,Fatma Hassan,20.0,female,fatma.hassan@gmail.com,272.08,2024-01-09,Toys,2.0
17,CUST1017,John Mahmoud,20.0,male,john.mahmoud@gmail.com,833.56,2025-02-19,Other,3.0
18,CUST1018,Alaa Ali,15.0,female,alaa.ali@hotmail.com,923.5,2024-01-04,Toys,1.0
19,CUST1019,Ahmed Ibrahim,15.0,male,ahmed.ibrahim@yahoo.com,497.45,2020-12-30,Other,1.0
20,CUST1020,Lina Gaber,20.0,male,lina.gaber@hotmail.com,667.69,2023-04-27,Clothing,3.0
21,CUST1021,Fatma Ibrahim,20.0,male,fatma.ibrahim@yahoo.com,118.22,2024-12-30,Clothing,1.0
22,CUST1022,Ahmed Mahmoud,15.0,male,ahmed.mahmoud@gmail.com,22.02,2025-02-22,Electronics,1.0
23,CUST1023,Lina Ibrahim,44.0,male,lina.ibrahim@yahoo.com,389.24,2020-12-30,Clothing,5.0
24,CUST1024,John Hassan,20.0,male,john.hassan@hotmail.com,125.65,2023-02-27,Other,5.0
25,CUST1025,Fatma Mahmoud,15.0,female,fatma.mahmoud@yahoo.com,334.63,2025-06-18,Electronics,3.0
26,CUST1026,Sara Mahmoud,15.0,male,sara.mahmoud@hotmail.com,801.36,2020-12-30,Other,5.0
27,CUST1027,Ahmed Hassan,20.0,male,ahmed.hassan@hotmail.com,478.39,2025-03-22,Other,3.0
28,CUST1028,Lina Smith,15.0,male,lina.smith@gmail.com,303.65,2023-11-10,Clothing,2.0
29,CUST1029,John Mahmoud,67.0,female,john.mahmoud@hotmail.com,387.63,2024-02-28,Books,4.0
30,CUST1030,Ali Ali,62.0,female,ali.ali@gmail.com,509.8973789316026,2023-05-16,Toys,2.0
31,CUST1031,John Hassan,90.0,male,john.hassan@yahoo.com,598.93,2024-10-13,Clothing,5.0
32,CUST1032,Lina Mahmoud,20.0,male,lina.mahmoud@hotmail.com,958.61,2024-03-01,Other,3.0
33,CUST1033,Sara Mahmoud,20.0,male,sara.mahmoud@gmail.com,378.4,2024-05-30,Other,3.0
34,CUST1034,Fatma Mahmoud,20.0,female,fatma.mahmoud@hotmail.com,892.09,2023-11-15,Other,4.0
35,CUST1035,Mark Gaber,20.0,male,mark.gaber@yahoo.com,917.28,2024-11-16,Home,2.0
36,CUST1036,Sara Ali,70.0,female,sara.ali@yahoo.com,542.06,2023-01-12,Electronics,3.0
37,CUST1037,Sara Hassan,20.0,male,sara.hassan@yahoo.com,273.27,2025-01-17,Electronics,5.0
38,CUST1038,Lina Gaber,46.0,female,lina.gaber@hotmail.com,273.77,2023-01-30,Electronics,3.0
39,CUST1039,Ahmed Hassan,15.0,male,ahmed.hassan@gmail.com,513.99,2024-02-02,Other,5.0
40,CUST1040,Fatma Gaber,20.0,female,fatma.gaber@gmail.com,812.78,2024-11-27,Other,1.0
41,CUST1041,Alaa Mahmoud,20.0,male,alaa.mahmoud@hotmail.com,543.97,2025-03-08,Toys,4.0
42,CUST1042,Sara Mahmoud,15.0,female,sara.mahmoud@gmail.com,70.55,2024-01-03,Home,2.0
43,CUST1043,John Ibrahim,57.0,female,john.ibrahim@hotmail.com,330.84,2024-08-12,Other,3.0
44,CUST1044,Sara Gaber,20.0,male,sara.gaber@hotmail.com,156.51,2024-02-24,Home,3.0
45,CUST1045,John Gaber,20.0,male,john.gaber@gmail.com,207.45,2024-12-24,Clothing,5.0
46,CUST1046,Ahmed Hassan,15.0,male,ahmed.hassan@hotmail.com,713.49,2023-02-27,Books,5.0
47,CUST1047,Ahmed Ibrahim,20.0,female,ahmed.ibrahim@yahoo.com,911.39,2024-11-26,Clothing,2.0
48,CUST1048,Mark Smith,81.0,female,mark.smith@yahoo.com,309.4,2024-02-05,Clothing,5.0
49,CUST1049,Fatma Mahmoud,15.0,male,fatma.mahmoud@yahoo.com,500.24,2023-02-13,Other,4.0
50,CUST1050,Ahmed Ibrahim,15.0,male,ahmed.ibrahim@gmail.com,93.1,2022-11-18,Clothing,5.0
51,CUST1051,Ali Smith,15.0,male,ali.smith@yahoo.com,968.44,2024-07-01,Home,2.0
52,CUST1052,Sara Ali,20.0,female,sara.ali@gmail.com,521.87,2024-11-07,Other,2.0
53,CUST1053,Mark Mahmoud,20.0,female,mark.mahmoud@hotmail.com,678.65,2024-05-30,Home,1.0
54,CUST1054,Ali Hassan,15.0,male,ali.hassan@yahoo.com,639.4,2023-07-21,Electronics,3.0
55,CUST1055,Sara Hassan,20.0,male,sara.hassan@yahoo.com,887.67,2024-11-17,Books,1.0
56,CUST1056,John Mahmoud,15.0,male,john.mahmoud@gmail.com,346.31,2025-01-02,Toys,3.0
57,CUST1057,Mark Ibrahim,29.0,female,mark.ibrahim@hotmail.com,924.82,2024-05-09,Home,3.0
58,CUST1058,Alaa Ali,20.0,male,alaa.ali@hotmail.com,382.76,2023-09-25,Electronics,3.0
59,CUST1059,Ali Mahmoud,15.0,female,ali.mahmoud@yahoo.com,847.9,2025-01-28,Electronics,5.0
60,CUST1060,Sara Gaber,20.0,male,sara.gaber@gmail.com,72.75,2024-11-21,Electronics,3.0
61,CUST1061,Ali Gaber,20.0,male,ali.gaber@hotmail.com,538.83,2025-03-29,Toys,5.0
62,CUST1062,Fatma Gaber,20.0,female,fatma.gaber@hotmail.com,462.04,2024-09-26,Clothing,2.0
63,CUST1063,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@yahoo.com,665.71,2024-12-22,Electronics,3.0
64,CUST1064,Sara Ali,15.0,male,sara.ali@hotmail.com,627.16,2023-11-24,Clothing,5.0
65,CUST1065,John Ali,83.0,female,john.ali@hotmail.com,326.42,2024-03-10,Other,5.0
66,CUST1066,Sara Mahmoud,20.0,male,sara.mahmoud@hotmail.com,600.8,2023-10-10,Books,3.0
67,CUST1067,Sara Gaber,20.0,male,sara.gaber@yahoo.com,85.14,2020-12-30,Clothing,3.0
68,CUST1068,Ali Hassan,15.0,female,ali.hassan@gmail.com,336.17,2024-08-11,Home,1.0
69,CUST1069,Sara Hassan,15.0,female,sara.hassan@yahoo.com,338.8,2024-07-02,Clothing,5.0
70,CUST1070,Mark Mahmoud,81.0,female,mark.mahmoud@gmail.com,330.97,2024-08-30,Clothing,2.0
71,CUST1071,Fatma Ibrahim,62.0,female,fatma.ibrahim@yahoo.com,642.53,2024-05-20,Clothing,4.0
72,CUST1072,Lina Mahmoud,20.0,female,lina.mahmoud@gmail.com,624.57,2025-01-31,Electronics,5.0
73,CUST1073,Ali Ali,15.0,male,ali.ali@gmail.com,140.28,2024-06-21,Books,5.0
74,CUST1074,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@yahoo.com,434.82,2023-01-11,Home,3.0
75,CUST1075,Mark Ibrahim,20.0,female,mark.ibrahim@yahoo.com,991.85,2025-06-07,Clothing,1.0
76,CUST1076,Fatma Smith,15.0,female,fatma.smith@hotmail.com,95.42,2025-04-24,Toys,3.0
77,CUST1077,Mark Mahmoud,20.0,female,mark.mahmoud@yahoo.com,384.79,2023-05-31,Clothing,5.0
78,CUST1078,Ali Ibrahim,20.0,male,ali.ibrahim@yahoo.com,580.82,2023-04-13,Other,5.0
79,CUST1079,Mark Smith,20.0,female,mark.smith@yahoo.com,356.65,2024-03-13,Clothing,2.0
80,CUST1080,Sara Gaber,73.0,male,sara.gaber@gmail.com,979.66,2025-06-10,Home,5.0
81,CUST1081,Lina Ibrahim,20.0,male,lina.ibrahim@hotmail.com,416.05,2022-10-28,Other,1.0
82,CUST1082,Ali Mahmoud,20.0,male,ali.mahmoud@yahoo.com,424.64,2025-01-24,Electronics,5.0
83,CUST1083,Ali Hassan,20.0,male,ali.hassan@yahoo.com,141.87,2022-11-24,Other,5.0
84,CUST1084,John Smith,20.0,female,john.smith@yahoo.com,58.44,2025-04-24,Home,1.0
85,CUST1085,Ali Gaber,15.0,male,ali.gaber@yahoo.com,458.49,2025-07-17,Other,5.0
86,CUST1086,Fatma Hassan,20.0,female,fatma.hassan@hotmail.com,693.15,2024-08-26,Clothing,4.0
87,CUST1087,Sara Gaber,41.0,female,sara.gaber@gmail.com,467.33,2024-02-13,Other,4.0
88,CUST1088,Lina Hassan,15.0,male,lina.hassan@gmail.com,216.88,2024-05-13,Electronics,3.0
89,CUST1089,Alaa Gaber,20.0,female,alaa.gaber@hotmail.com,349.65,2022-10-31,Toys,1.0
90,CUST1090,Ali Mahmoud,15.0,male,ali.mahmoud@yahoo.com,143.28,2025-06-25,Clothing,1.0
91,CUST1091,Sara Hassan,15.0,female,sara.hassan@hotmail.com,753.92,2023-02-19,Books,3.0
92,CUST1092,John Ali,15.0,female,john.ali@gmail.com,771.55,2023-09-07,Other,5.0
93,CUST1093,Fatma Ibrahim,20.0,male,fatma.ibrahim@gmail.com,558.24,2023-07-23,Electronics,1.0
94,CUST1094,Fatma Smith,15.0,male,fatma.smith@gmail.com,883.32,2023-07-06,Other,3.0
95,CUST1095,Lina Ali,31.0,male,lina.ali@gmail.com,989.5,2025-06-14,Clothing,5.0
96,CUST1096,Ahmed Smith,15.0,male,ahmed.smith@gmail.com,179.9,2025-04-14,Home,4.0
97,CUST1097,Sara Ali,20.0,male,sara.ali@yahoo.com,290.07,2023-06-14,Home,3.0
98,CUST1098,Alaa Hassan,15.0,female,alaa.hassan@hotmail.com,951.65,2023-08-13,Toys,2.0
99,CUST1099,Mark Ibrahim,20.0,female,mark.ibrahim@gmail.com,402.26,2024-02-03,Clothing,2.0
100,CUST1100,Sara Ali,20.0,male,sara.ali@gmail.com,438.21,2020-12-30,Other,3.0
101,CUST1101,Ali Mahmoud,20.0,female,ali.mahmoud@hotmail.com,502.86,2023-11-08,Other,1.0
102,CUST1102,Ali Smith,20.0,male,ali.smith@yahoo.com,76.21,2024-12-23,Electronics,5.0
103,CUST1103,Mark Mahmoud,20.0,male,mark.mahmoud@yahoo.com,35.01,2025-04-23,Clothing,2.0
104,CUST1104,Ali Hassan,15.0,male,ali.hassan@gmail.com,392.66,2024-04-04,Home,3.0
105,CUST1105,Sara Ibrahim,20.0,female,sara.ibrahim@gmail.com,530.59,2025-05-23,Clothing,3.0
106,CUST1106,Ali Gaber,15.0,male,ali.gaber@hotmail.com,361.23,2024-01-02,Toys,2.0
107,CUST1107,Lina Ibrahim,20.0,female,lina.ibrahim@gmail.com,654.55,2024-03-29,Other,3.0
108,CUST1108,Mark Ibrahim,20.0,female,mark.ibrahim@gmail.com,380.2,2023-07-09,Books,2.0
109,CUST1109,Ali Hassan,20.0,female,ali.hassan@yahoo.com,586.24,2025-04-27,Electronics,3.0
110,CUST1110,Alaa Mahmoud,20.0,male,alaa.mahmoud@hotmail.com,524.98,2023-03-14,Home,3.0
111,CUST1111,Ali Mahmoud,20.0,female,ali.mahmoud@yahoo.com,237.89,2023-07-13,Home,3.0
112,CUST1112,Alaa Mahmoud,15.0,female,alaa.mahmoud@yahoo.com,519.25,2024-07-06,Other,4.0
113,CUST1113,Mark Smith,15.0,female,mark.smith@gmail.com,440.41,2022-11-28,Other,1.0
114,CUST1114,Sara Mahmoud,20.0,male,sara.mahmoud@yahoo.com,490.23,2023-12-21,Toys,2.0
115,CUST1115,John Ali,20.0,male,john.ali@hotmail.com,12.52,2024-06-02,Clothing,4.0
116,CUST1116,Sara Gaber,20.0,female,sara.gaber@gmail.com,500.41,2024-10-23,Clothing,3.0
117,CUST1117,Ali Hassan,20.0,male,ali.hassan@yahoo.com,71.93,2022-11-22,Other,3.0
118,CUST1118,Alaa Mahmoud,20.0,male,alaa.mahmoud@gmail.com,287.82,2020-12-30,Other,5.0
119,CUST1119,Ali Mahmoud,15.0,male,ali.mahmoud@yahoo.com,259.98,2020-12-30,Electronics,3.0
120,CUST1120,Ali Mahmoud,20.0,female,ali.mahmoud@gmail.com,741.43,2024-09-07,Other,4.0
121,CUST1121,Fatma Mahmoud,20.0,female,fatma.mahmoud@yahoo.com,373.22,2024-11-04,Electronics,3.0
122,CUST1122,Mark Ali,20.0,female,mark.ali@hotmail.com,548.34,2024-06-25,Books,4.0
123,CUST1123,Fatma Ibrahim,20.0,male,fatma.ibrahim@gmail.com,80.53,2023-08-03,Toys,4.0
124,CUST1124,Ahmed Mahmoud,44.0,male,ahmed.mahmoud@gmail.com,927.77,2024-05-25,Toys,5.0
125,CUST1125,John Gaber,20.0,female,john.gaber@yahoo.com,520.22,2023-04-19,Toys,5.0
126,CUST1126,Fatma Gaber,20.0,female,fatma.gaber@gmail.com,257.81,2023-06-02,Other,4.0
127,CUST1127,Ali Smith,20.0,male,ali.smith@gmail.com,411.02,2022-10-28,Other,5.0
128,CUST1128,Fatma Gaber,20.0,female,fatma.gaber@gmail.com,430.01,2024-02-27,Books,3.0
129,CUST1129,Fatma Ibrahim,40.0,male,fatma.ibrahim@gmail.com,958.06,2024-06-25,Clothing,2.0
130,CUST1130,Sara Ali,20.0,female,sara.ali@hotmail.com,89.27,2024-10-08,Other,5.0
131,CUST1131,Sara Gaber,15.0,male,sara.gaber@yahoo.com,950.64,2025-03-08,Home,5.0
132,CUST1132,John Ali,15.0,male,john.ali@gmail.com,7.36,2025-01-15,Clothing,2.0
133,CUST1133,Alaa Mahmoud,20.0,female,alaa.mahmoud@hotmail.com,456.98,2024-08-22,Clothing,5.0
134,CUST1134,Sara Ali,20.0,female,sara.ali@gmail.com,979.32,2024-08-09,Toys,1.0
135,CUST1135,Ali Smith,15.0,male,ali.smith@hotmail.com,320.92,2025-02-20,Home,4.0
136,CUST1136,Alaa Hassan,20.0,female,alaa.hassan@gmail.com,615.09,2025-01-25,Toys,3.0
137,CUST1137,Alaa Ali,20.0,female,alaa.ali@yahoo.com,755.4,2025-03-03,Other,2.0
138,CUST1138,Fatma Ibrahim,79.0,male,fatma.ibrahim@yahoo.com,509.8973789316026,2025-05-16,Electronics,3.0
139,CUST1139,Fatma Gaber,35.0,male,fatma.gaber@gmail.com,5.57,2024-08-29,Books,3.0
140,CUST1140,Sara Hassan,53.0,male,sara.hassan@yahoo.com,415.28,2020-12-30,Books,3.0
141,CUST1141,Ali Mahmoud,20.0,female,ali.mahmoud@yahoo.com,362.53,2025-04-12,Toys,1.0
142,CUST1142,Ahmed Hassan,79.0,male,ahmed.hassan@gmail.com,924.96,2024-04-21,Clothing,3.0
143,CUST1143,Alaa Mahmoud,20.0,male,alaa.mahmoud@hotmail.com,663.01,2024-08-26,Clothing,3.0
144,CUST1144,Ahmed Smith,15.0,male,ahmed.smith@gmail.com,316.02,2023-01-14,Home,3.0
145,CUST1145,John Mahmoud,15.0,female,john.mahmoud@yahoo.com,756.48,2023-06-08,Electronics,4.0
146,CUST1146,Alaa Smith,20.0,female,alaa.smith@hotmail.com,891.17,2023-04-28,Books,4.0
147,CUST1147,Fatma Hassan,20.0,male,fatma.hassan@hotmail.com,749.79,2025-07-11,Books,5.0
148,CUST1148,Mark Gaber,15.0,male,mark.gaber@gmail.com,323.94,2023-09-17,Other,2.0
149,CUST1149,Lina Ali,15.0,female,lina.ali@hotmail.com,232.81,2023-07-04,Electronics,3.0
150,CUST1150,Sara Ali,20.0,male,sara.ali@gmail.com,341.99,2024-06-13,Electronics,5.0
151,CUST1151,Lina Ibrahim,20.0,male,lina.ibrahim@hotmail.com,251.62,2025-03-27,Home,5.0
152,CUST1152,Alaa Hassan,15.0,female,alaa.hassan@gmail.com,660.14,2024-09-20,Electronics,3.0
153,CUST1153,Ali Smith,20.0,male,ali.smith@gmail.com,656.09,2024-07-26,Home,2.0
154,CUST1154,John Gaber,15.0,male,john.gaber@yahoo.com,891.14,2024-02-18,Clothing,1.0
155,CUST1155,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@hotmail.com,65.06,2022-12-29,Other,5.0
156,CUST1156,Ali Ali,15.0,male,ali.ali@yahoo.com,354.43,2023-09-23,Other,3.0
157,CUST1157,Ahmed Ali,89.0,female,ahmed.ali@hotmail.com,660.07,2023-04-21,Toys,1.0
158,CUST1158,Lina Gaber,20.0,male,lina.gaber@yahoo.com,916.59,2024-12-20,Home,4.0
159,CUST1159,Fatma Ibrahim,20.0,female,fatma.ibrahim@hotmail.com,629.77,2025-04-22,Toys,2.0
160,CUST1160,Ahmed Gaber,15.0,male,ahmed.gaber@yahoo.com,839.25,2023-12-19,Books,5.0
161,CUST1161,Mark Ibrahim,15.0,female,mark.ibrahim@hotmail.com,647.76,2023-12-01,Other,5.0
162,CUST1162,Fatma Gaber,20.0,male,fatma.gaber@yahoo.com,249.85,2023-07-01,Home,5.0
163,CUST1163,Lina Ibrahim,15.0,female,lina.ibrahim@hotmail.com,340.52,2020-12-30,Electronics,3.0
164,CUST1164,Ahmed Mahmoud,20.0,male,ahmed.mahmoud@yahoo.com,902.48,2023-10-14,Clothing,1.0
165,CUST1165,Sara Ali,20.0,male,sara.ali@hotmail.com,382.67,2024-01-29,Home,5.0
166,CUST1166,Ali Hassan,20.0,male,ali.hassan@hotmail.com,653.73,2024-02-10,Clothing,2.0
167,CUST1167,Ali Smith,15.0,female,ali.smith@hotmail.com,972.88,2023-10-14,Home,4.0
168,CUST1168,Ali Mahmoud,15.0,female,ali.mahmoud@yahoo.com,835.86,2020-12-30,Clothing,4.0
169,CUST1169,Fatma Ibrahim,20.0,female,fatma.ibrahim@hotmail.com,641.96,2024-06-13,Other,1.0
170,CUST1170,John Smith,20.0,male,john.smith@hotmail.com,307.77,2025-03-29,Other,4.0
171,CUST1171,Fatma Smith,87.0,male,fatma.smith@yahoo.com,867.78,2020-12-30,Clothing,3.0
172,CUST1172,Fatma Gaber,20.0,male,fatma.gaber@yahoo.com,198.0,2025-07-04,Other,3.0
173,CUST1173,Alaa Hassan,20.0,female,alaa.hassan@hotmail.com,685.55,2024-10-30,Home,5.0
174,CUST1174,Alaa Smith,15.0,female,alaa.smith@yahoo.com,592.21,2020-12-30,Toys,2.0
175,CUST1175,Alaa Smith,20.0,female,alaa.smith@yahoo.com,583.35,2023-12-16,Other,2.0
176,CUST1176,Mark Mahmoud,20.0,male,mark.mahmoud@gmail.com,65.43,2024-03-06,Toys,2.0
177,CUST1177,John Ali,20.0,female,john.ali@hotmail.com,563.54,2025-04-14,Toys,5.0
178,CUST1178,John Smith,15.0,male,john.smith@yahoo.com,566.84,2023-07-05,Other,2.0
179,CUST1179,Fatma Hassan,20.0,male,fatma.hassan@hotmail.com,338.73,2025-06-08,Home,4.0
180,CUST1180,Ali Ali,20.0,male,ali.ali@hotmail.com,153.08,2025-05-16,Books,3.0
181,CUST1181,John Gaber,15.0,female,john.gaber@yahoo.com,203.2,2024-07-27,Books,1.0
182,CUST1182,Lina Hassan,20.0,male,lina.hassan@gmail.com,173.4,2024-06-25,Home,3.0
183,CUST1183,John Hassan,30.0,female,john.hassan@gmail.com,957.09,2020-12-30,Toys,1.0
184,CUST1184,John Gaber,20.0,male,john.gaber@hotmail.com,39.61,2022-10-31,Clothing,1.0
185,CUST1185,Lina Gaber,20.0,male,lina.gaber@hotmail.com,467.64,2025-01-04,Electronics,3.0
186,CUST1186,Mark Hassan,20.0,male,mark.hassan@gmail.com,879.07,2023-11-06,Toys,3.0
187,CUST1187,Alaa Gaber,20.0,male,alaa.gaber@yahoo.com,739.06,2024-12-18,Electronics,2.0
188,CUST1188,Ali Gaber,20.0,male,ali.gaber@yahoo.com,337.71,2024-05-12,Other,5.0
189,CUST1189,Fatma Gaber,20.0,female,fatma.gaber@yahoo.com,211.5,2024-05-24,Electronics,5.0
190,CUST1190,Lina Mahmoud,20.0,male,lina.mahmoud@yahoo.com,546.44,2022-10-30,Home,3.0
191,CUST1191,Ahmed Hassan,20.0,male,ahmed.hassan@hotmail.com,802.26,2025-03-17,Clothing,3.0
192,CUST1192,Ahmed Smith,15.0,male,ahmed.smith@hotmail.com,464.5,2020-12-30,Clothing,3.0
193,CUST1193,John Hassan,15.0,male,john.hassan@gmail.com,293.42,2023-11-12,Other,5.0
194,CUST1194,Lina Gaber,23.0,male,lina.gaber@gmail.com,584.56,2020-12-30,Books,3.0
195,CUST1195,Fatma Hassan,84.0,male,fatma.hassan@yahoo.com,449.45,2023-03-18,Electronics,5.0
196,CUST1196,Ali Gaber,20.0,male,ali.gaber@yahoo.com,647.39,2025-01-10,Electronics,4.0
197,CUST1197,John Hassan,20.0,female,john.hassan@hotmail.com,225.1,2025-07-16,Other,5.0
198,CUST1198,Ahmed Ali,26.0,male,ahmed.ali@hotmail.com,509.8973789316026,2023-11-04,Clothing,3.0
199,CUST1199,Alaa Gaber,20.0,female,alaa.gaber@hotmail.com,616.2,2023-05-04,Books,4.0
200,CUST1200,Ali Ali,15.0,female,ali.ali@hotmail.com,538.75,2023-06-14,Toys,5.0
201,CUST1201,Fatma Mahmoud,20.0,male,fatma.mahmoud@gmail.com,193.47,2025-04-06,Other,3.0
202,CUST1202,Sara Ibrahim,15.0,male,sara.ibrahim@hotmail.com,45.36,2023-08-13,Other,1.0
203,CUST1203,Ali Gaber,20.0,male,ali.gaber@yahoo.com,736.35,2023-10-05,Home,3.0
204,CUST1204,Fatma Mahmoud,36.0,male,fatma.mahmoud@gmail.com,273.43,2023-09-26,Toys,5.0
205,CUST1205,John Hassan,23.0,male,john.hassan@yahoo.com,509.8973789316026,2023-11-27,Home,3.0
206,CUST1206,Alaa Mahmoud,20.0,male,alaa.mahmoud@gmail.com,689.79,2025-06-08,Toys,3.0
207,CUST1207,Ahmed Ali,20.0,male,ahmed.ali@hotmail.com,877.79,2022-11-23,Home,5.0
208,CUST1208,Fatma Hassan,15.0,male,fatma.hassan@yahoo.com,179.63,2023-02-02,Electronics,5.0
209,CUST1209,Alaa Smith,15.0,male,alaa.smith@hotmail.com,87.22,2023-04-19,Books,5.0
210,CUST1210,Fatma Ibrahim,79.0,male,fatma.ibrahim@yahoo.com,688.98,2024-11-28,Toys,2.0
211,CUST1211,Fatma Mahmoud,20.0,male,fatma.mahmoud@gmail.com,545.4,2023-11-08,Electronics,5.0
212,CUST1212,Sara Ibrahim,20.0,male,sara.ibrahim@hotmail.com,859.82,2025-06-22,Toys,5.0
213,CUST1213,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@hotmail.com,740.96,2023-03-01,Other,3.0
214,CUST1214,Lina Hassan,20.0,female,lina.hassan@gmail.com,240.1,2023-07-14,Home,1.0
215,CUST1215,Ali Hassan,90.0,male,ali.hassan@gmail.com,81.5,2025-04-23,Other,2.0
216,CUST1216,John Mahmoud,20.0,male,john.mahmoud@hotmail.com,325.06,2024-12-08,Other,5.0
217,CUST1217,Alaa Smith,20.0,male,alaa.smith@gmail.com,272.24,2024-04-16,Toys,3.0
218,CUST1218,Sara Gaber,20.0,male,sara.gaber@yahoo.com,44.14,2020-12-30,Clothing,5.0
219,CUST1219,Ali Smith,20.0,male,ali.smith@hotmail.com,70.94,2025-03-07,Clothing,5.0
220,CUST1220,Sara Hassan,67.0,female,sara.hassan@yahoo.com,350.38,2023-02-17,Other,1.0
221,CUST1221,Alaa Smith,33.0,female,alaa.smith@gmail.com,836.95,2023-12-10,Clothing,5.0
222,CUST1222,Fatma Smith,20.0,male,fatma.smith@gmail.com,505.89,2025-03-01,Other,5.0
223,CUST1223,Fatma Mahmoud,83.0,male,fatma.mahmoud@gmail.com,917.86,2023-03-01,Books,2.0
224,CUST1224,Lina Ibrahim,67.0,male,lina.ibrahim@yahoo.com,321.98,2024-07-10,Electronics,4.0
225,CUST1225,Sara Hassan,20.0,female,sara.hassan@gmail.com,509.8973789316026,2023-03-11,Other,2.0
226,CUST1226,Sara Mahmoud,58.0,male,sara.mahmoud@yahoo.com,190.38,2023-04-14,Home,5.0
227,CUST1227,Mark Mahmoud,49.0,male,mark.mahmoud@gmail.com,24.98,2025-05-26,Electronics,2.0
228,CUST1228,Lina Ibrahim,15.0,female,lina.ibrahim@gmail.com,798.65,2023-12-27,Books,2.0
229,CUST1229,Fatma Ibrahim,15.0,female,fatma.ibrahim@gmail.com,509.8973789316026,2020-12-30,Electronics,5.0
230,CUST1230,Ali Smith,20.0,male,ali.smith@gmail.com,938.95,2023-09-06,Books,5.0
231,CUST1231,Ahmed Smith,20.0,female,ahmed.smith@yahoo.com,610.21,2023-03-23,Other,5.0
232,CUST1232,Alaa Hassan,28.0,female,alaa.hassan@hotmail.com,679.49,2022-12-30,Books,5.0
233,CUST1233,Lina Smith,65.0,male,lina.smith@yahoo.com,741.96,2022-11-24,Electronics,2.0
234,CUST1234,Lina Ali,20.0,male,lina.ali@hotmail.com,460.62,2025-03-06,Toys,2.0
235,CUST1235,Fatma Mahmoud,20.0,male,fatma.mahmoud@yahoo.com,509.8973789316026,2022-11-07,Other,3.0
236,CUST1236,Lina Ali,20.0,male,lina.ali@gmail.com,72.41,2024-12-05,Other,3.0
237,CUST1237,John Hassan,15.0,male,john.hassan@yahoo.com,74.24,2024-07-28,Electronics,5.0
238,CUST1238,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@hotmail.com,400.75,2024-09-13,Toys,5.0
239,CUST1239,Alaa Smith,15.0,female,alaa.smith@hotmail.com,526.05,2023-09-05,Toys,3.0
240,CUST1240,Alaa Smith,30.0,female,alaa.smith@gmail.com,41.71,2024-05-28,Electronics,5.0
241,CUST1241,Ahmed Gaber,44.0,male,ahmed.gaber@hotmail.com,174.79,2024-05-09,Other,5.0
242,CUST1242,Sara Gaber,71.0,male,sara.gaber@hotmail.com,321.95,2025-04-25,Other,5.0
243,CUST1243,Fatma Ibrahim,20.0,female,fatma.ibrahim@gmail.com,384.26,2023-12-25,Toys,2.0
244,CUST1244,Sara Ali,56.0,female,sara.ali@yahoo.com,292.02,2025-06-11,Clothing,5.0
245,CUST1245,Ahmed Ibrahim,20.0,male,ahmed.ibrahim@hotmail.com,796.59,2024-11-25,Clothing,1.0
246,CUST1246,Ahmed Ali,20.0,female,ahmed.ali@gmail.com,111.12,2025-01-27,Other,3.0
